Voxel,Importance
X2,0.07999446251801928
X11,0.0642937149025999
X12,0.047964532210122444
X10,0.0472181135310224
X3,0.03890227823177561
X8,0.025099717502037044
X13,0.013120361207906347
X1,0.010457614066270212
X9,0.00957586594371756
X6,0.007845051303994023
X14,0.007549512984095841
X4,0.007530582054263555
X7,0.007223291511540991
X5,0.0003687162657291308
